src_ip,dst_ip,src_port,dst_port,protocol,length,is_syn,timestamp
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714296
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714303
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714309
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714315
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714321
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714328
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714334
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714342
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714349
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714355
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714371
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714377
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714384
3.169.64.34,10.100.102.12,443,50982,17,107,0,2026-08-13T14:08:27.714390
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714397
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714405
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714412
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714420
10.100.102.12,3.169.64.34,50982,443,17,93,0,2026-08-13T14:08:27.714426
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714432
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714439
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714453
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714459
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714466
3.169.64.34,10.100.102.12,443,50982,17,499,0,2026-08-13T14:08:27.714472
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714480
3.169.64.34,10.100.102.12,443,50982,17,1043,0,2026-08-13T14:08:27.714487
3.169.64.34,10.100.102.12,443,50982,17,1494,0,2026-08-13T14:08:27.714495
34.149.206.255,10.100.102.12,443,60681,6,66,0,2026-08-13T14:08:27.714536
34.149.206.255,10.100.102.12,443,60681,6,684,0,2026-08-13T14:08:27.714546
10.100.102.12,34.149.206.255,60681,443,6,66,0,2026-08-13T14:08:27.714553
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714560
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714566
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714574
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714581
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714587
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714604
10.100.102.12,3.169.64.34,50982,443,17,90,0,2026-08-13T14:08:27.714634
10.100.102.12,3.169.64.34,50982,443,17,88,0,2026-08-13T14:08:27.714641
10.100.102.12,34.149.206.255,60681,443,6,97,0,2026-08-13T14:08:27.714647
34.149.206.255,10.100.102.12,443,60681,6,66,0,2026-08-13T14:08:27.714654
34.149.206.255,10.100.102.12,443,60681,6,97,0,2026-08-13T14:08:27.714662
10.100.102.12,34.149.206.255,60681,443,6,66,0,2026-08-13T14:08:27.714670
10.100.102.12,172.66.3.8,62341,443,17,1292,0,2026-08-13T14:08:27.714676
10.100.102.12,172.66.3.8,62341,443,17,1292,0,2026-08-13T14:08:27.714682
10.100.102.12,172.66.3.8,60679,443,6,413,0,2026-08-13T14:08:27.714689
10.100.102.12,32.193.28.12,60683,443,6,78,1,2026-08-13T14:08:27.714695
3.169.64.34,10.100.102.12,443,50982,17,85,0,2026-08-13T14:08:27.714783
172.66.3.8,10.100.102.12,443,60679,6,66,0,2026-08-13T14:08:27.714824
3.169.64.34,10.100.102.12,443,50982,17,85,0,2026-08-13T14:08:27.714960
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.714972
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.714979
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.715221
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.715254
34.149.206.255,10.100.102.12,443,60681,6,66,0,2026-08-13T14:08:27.715265
10.100.102.12,172.66.3.8,62341,443,17,1292,0,2026-08-13T14:08:27.715273
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.715335
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.715526
172.66.3.8,10.100.102.12,443,62341,17,1242,0,2026-08-13T14:08:27.715537
172.66.3.8,10.100.102.12,443,62341,17,547,0,2026-08-13T14:08:27.715544
10.100.102.12,172.66.3.8,62341,443,17,93,0,2026-08-13T14:08:27.715712
10.100.102.12,172.66.3.8,62341,443,17,218,0,2026-08-13T14:08:27.715742
172.66.3.8,10.100.102.12,443,62341,17,66,0,2026-08-13T14:08:27.715764
172.66.3.8,10.100.102.12,443,62341,17,575,0,2026-08-13T14:08:27.715771
172.66.3.8,10.100.102.12,443,62341,17,66,0,2026-08-13T14:08:27.715802
172.66.3.8,10.100.102.12,443,62341,17,91,0,2026-08-13T14:08:27.715810
10.100.102.12,172.66.3.8,62341,443,17,85,0,2026-08-13T14:08:27.715816
10.100.102.12,172.66.3.8,62341,443,17,89,0,2026-08-13T14:08:27.715825
172.66.3.8,10.100.102.12,443,62341,17,70,0,2026-08-13T14:08:27.715846
10.100.102.12,3.169.64.34,59555,443,17,496,0,2026-08-13T14:08:27.715853
10.100.102.12,172.66.3.8,62341,443,17,86,0,2026-08-13T14:08:27.715863
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.715870
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.715877
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.715883
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.715986
3.169.64.34,10.100.102.12,443,59555,17,534,0,2026-08-13T14:08:27.716025
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716032
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716041
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716047
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716053
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716060
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716066
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716072
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716080
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716086
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716092
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716195
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716207
3.169.64.34,10.100.102.12,443,59555,17,735,0,2026-08-13T14:08:27.716214
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716220
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716226
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716232
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716239
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716245
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716251
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716258
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716264
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716331
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716366
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716382
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716388
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716395
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716401
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716409
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716424
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716431
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716437
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716445
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716451
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716457
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716463
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716469
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716475
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716482
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716488
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716494
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716502
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716510
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716518
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716525
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716531
3.169.64.34,10.100.102.12,443,59555,17,197,0,2026-08-13T14:08:27.716537
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716543
10.100.102.12,3.169.64.34,59555,443,17,95,0,2026-08-13T14:08:27.716549
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.716556
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.716562
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.716568
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716576
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716582
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716621
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716630
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716637
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716643
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.716675
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716687
32.193.28.12,10.100.102.12,443,60682,6,74,1,2026-08-13T14:08:27.716695
10.100.102.12,32.193.28.12,60682,443,6,66,0,2026-08-13T14:08:27.716702
10.100.102.12,32.193.28.12,60682,443,6,1334,0,2026-08-13T14:08:27.716878
10.100.102.12,32.193.28.12,60682,443,6,526,0,2026-08-13T14:08:27.716912
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.716934
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.716953
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716973
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.716992
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.717018
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717053
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717078
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717087
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717096
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717102
10.100.102.12,3.169.64.34,59555,443,17,485,0,2026-08-13T14:08:27.717109
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.717116
10.100.102.12,3.169.64.34,59555,443,17,486,0,2026-08-13T14:08:27.717122
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717128
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717133
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717139
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717145
3.169.64.34,10.100.102.12,443,59555,17,529,0,2026-08-13T14:08:27.717151
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717170
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717181
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717187
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717195
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717201
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717207
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717213
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717220
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717226
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717232
3.169.64.34,10.100.102.12,443,59555,17,735,0,2026-08-13T14:08:27.717241
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717247
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717253
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717259
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717268
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717274
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717280
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717287
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717293
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717298
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717306
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717311
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717317
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717323
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717328
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717334
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717340
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717346
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717351
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717363
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717374
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717381
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717386
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717392
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717399
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717405
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717411
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717419
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717424
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717430
10.100.102.12,3.169.64.34,59555,443,17,88,0,2026-08-13T14:08:27.717528
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717534
10.100.102.12,3.169.64.34,59555,443,17,97,0,2026-08-13T14:08:27.717540
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.717548
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717554
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.717559
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717610
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717620
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717626
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717632
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717639
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717645
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717650
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717656
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717661
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717667
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717673
3.169.64.34,10.100.102.12,443,59555,17,1422,0,2026-08-13T14:08:27.717699
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717706
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.717729
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718058
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718067
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718073
3.169.64.34,10.100.102.12,443,59555,17,212,0,2026-08-13T14:08:27.718079
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718085
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.718091
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.718097
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718103
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718109
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.718115
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718187
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718196
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.718201
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.718207
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718455
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.718471
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718477
10.100.102.12,3.169.64.34,59555,443,17,90,0,2026-08-13T14:08:27.718484
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718490
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718496
10.100.102.12,3.169.64.34,59555,443,17,97,0,2026-08-13T14:08:27.718504
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.718509
10.100.102.12,3.169.64.34,50982,443,17,1292,0,2026-08-13T14:08:27.718515
10.100.102.12,3.169.64.34,50982,443,17,1292,0,2026-08-13T14:08:27.718539
10.100.102.12,3.169.64.34,50982,443,17,106,0,2026-08-13T14:08:27.718546
10.100.102.12,3.169.64.34,50982,443,17,1292,0,2026-08-13T14:08:27.718613
10.100.102.12,3.169.64.34,50982,443,17,1292,0,2026-08-13T14:08:27.718621
10.100.102.12,3.169.64.34,50982,443,17,105,0,2026-08-13T14:08:27.718781
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718790
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718796
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.718803
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.718809
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718817
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718823
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718829
3.169.64.34,10.100.102.12,443,59555,17,96,0,2026-08-13T14:08:27.718834
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.718840
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.719037
3.169.64.34,10.100.102.12,443,59555,17,1494,0,2026-08-13T14:08:27.719046
3.169.64.34,10.100.102.12,443,59555,17,92,0,2026-08-13T14:08:27.719052
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.719078
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.719085
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.719091
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.720551
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.720570
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.720581
10.100.102.12,3.169.64.34,59555,443,17,94,0,2026-08-13T14:08:27.720588
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.720594
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.720600
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.720605
10.100.102.12,3.169.64.34,59555,443,17,92,0,2026-08-13T14:08:27.720613
3.169.64.34,10.100.102.12,443,59555,17,85,0,2026-08-13T14:08:27.720619
172.66.3.8,10.100.102.12,443,60679,6,1057,0,2026-08-13T14:08:27.720640
172.66.3.8,10.100.102.12,443,60679,6,1437,0,2026-08-13T14:08:27.720684
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720915
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720960
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720967
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720973
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720982
172.66.3.8,10.100.102.12,443,60679,6,122,0,2026-08-13T14:08:27.720988
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.720996
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721002
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721008
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.721014
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721102
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721562
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721604
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.721626
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.721647
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721670
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.721696
172.66.3.8,10.100.102.12,443,60679,6,1437,0,2026-08-13T14:08:27.721723
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721748
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721767
172.66.3.8,10.100.102.12,443,60679,6,1437,0,2026-08-13T14:08:27.721786
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721804
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721823
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721840
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721858
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721875
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721897
172.66.3.8,10.100.102.12,443,60679,6,1368,0,2026-08-13T14:08:27.721915
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721932
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721950
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721972
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.721991
172.66.3.8,10.100.102.12,443,60679,6,805,0,2026-08-13T14:08:27.722009
172.66.3.8,10.100.102.12,443,60679,6,1506,0,2026-08-13T14:08:27.722027
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722045
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722063
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722087
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722105
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722123
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722166
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722186
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722205
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722223
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722241
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722259
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722276
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722300
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722319
10.100.102.12,172.66.3.8,60679,443,6,78,0,2026-08-13T14:08:27.722341
10.100.102.12,172.66.3.8,60679,443,6,66,0,2026-08-13T14:08:27.722361
